Fixed in,Bug Report,CVE ID,Advisory Impact,Announced,Description,NVD Publish Date,CWE,CVSS2 Severity,Affected Versions
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1408782,CVE-2017-7832,moderate,"November 14, 2017","The combined, single character, version of the letter 'i' with any of the potential accents in unicode, such as acute or grave, can be spoofed in the addressbar by the dotless version of 'i' followed by the same accent as a second character with most font sets. This allows for domain spoofing attacks because these combined domain names do not display as punycode.",06/11/2018,CWE-20,5.0 MEDIUM,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1370497,CVE-2017-7833,moderate,"November 14, 2017",Some Arabic and Indic vowel marker characters can be combined with Latin characters in a domain name to eclipse the non-Latin character with some font sets on the addressbar. The non-Latin character will not be visible to most viewers. This allows for domain spoofing attacks because these combined domain names do not display as punycode.,06/11/2018,CWE-20,5.0 MEDIUM,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1358009,CVE-2017-7834,moderate,"November 14, 2017","A <code>data:</code> URL loaded in a new tab did not inherit the Content Security Policy (CSP) of the original page, allowing for bypasses of the policy including the execution of JavaScript. In prior versions when <code>data:</code> documents also inherited the context of the original page this would allow for potential cross-site scripting (XSS) attacks. ",06/11/2018,CWE-79,4.3 MEDIUM,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1402363,CVE-2017-7835,moderate,"November 14, 2017","Mixed content blocking of insecure (HTTP) sub-resources in a secure (HTTPS) document was not correctly applied for resources that redirect from HTTPS to HTTP, allowing content that should be blocked, such as scripts, to be loaded on a page.  ",06/11/2018,CWE-noinfo,7.5 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1401339,CVE-2017-7836,moderate,"November 14, 2017","The ""pingsender"" executable used by the Firefox Health Report dynamically loads a system copy of libcurl, which an attacker could replace. This allows for privilege escalation as the replaced libcurl code will run with Firefox's privileges. <br><em>Note: This attack requires an attacker have local system access and only affects OS X and Linux. Windows systems are not affected.</em>",06/11/2018,CWE-427,4.6 MEDIUM,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1325923,CVE-2017-7837,moderate,"November 14, 2017",SVG loaded through <code>&lt;img&gt;</code> tags can use <code>&lt;meta&gt;</code> tags within the SVG data to set cookies for that page.,06/11/2018,CWE-20,5.0 MEDIUM,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1399540,CVE-2017-7838,low,"November 14, 2017",Punycode format text will be displayed for entire qualified international domain names in some instances when a sub-domain triggers the punycode display instead of the primary domain being displayed in native script and the sub-domain only displaying as punycode. This could be used for limited spoofing attacks due to user confusion.,06/11/2018,CWE-20,5.0 MEDIUM,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1402896,CVE-2017-7839,low,"November 14, 2017",Control characters prepended before <code>javascript:</code> URLs pasted in the addressbar can cause the leading characters to be ignored and the pasted JavaScript to be executed instead of being blocked. This could be used in social engineering and self-cross-site-scripting (self-XSS) attacks where users are convinced to copy and paste text into the addressbar.,06/11/2018,CWE-79,4.3 MEDIUM,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1366420,CVE-2017-7840,low,"November 14, 2017","JavaScript can be injected into an exported bookmarks file by placing JavaScript code into user-supplied tags in saved bookmarks. If the resulting exported HTML file is later opened in a browser this JavaScript will be executed. This could be used in social engineering and self-cross-site-scripting (self-XSS) attacks if users were convinced to add malicious tags to bookmarks, export them, and then open the resulting file.",06/11/2018,CWE-79,4.3 MEDIUM,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1397064,CVE-2017-7842,low,"November 14, 2017","If a document’s Referrer Policy attribute is set to ""no-referrer"" sometimes two network requests are made for <code>&lt;link&gt;</code> elements instead of one. One of these requests includes the referrer instead of respecting the set policy to not include a referrer on requests.",06/11/2018,CWE-200,5.0 MEDIUM,<=56.0.2
firefox57,https://bugzilla.mozilla.org/buglist.cgi?bug_id=1399922%2C1403646%2C1403716%2C1365894%2C1402876%2C1406154%2C1384121%2C1384615%2C1407375%2C1339485%2C1361432%2C1394031%2C1383019%2C1407032%2C1387845%2C1386490,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1399922,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1403646,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1403716,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1365894,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1402876,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1406154,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1384121,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1384615,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1407375,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1339485,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1361432,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1394031,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1383019,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1407032,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1387845,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1386490,CVE-2017-7827,critical,"November 14, 2017","Mozilla developers and community members Boris Zbarsky, Carsten Book, Christian Holler, Byron Campen, Jan de Mooij, Jason Kratzer, Jesse Schwartzentruber, Marcia Knous, Randell Jesup, Tyson Smith, and Ting-Yu Chou reported memory safety bugs present in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=56.0.2
firefox57,https://bugzilla.mozilla.org/buglist.cgi?bug_id=1394530%2C1369561%2C1411458%2C1400003%2C1395138%2C1408412%2C1393840%2C1400763%2C1339259%2C1394265%2C1407740%2C1407751%2C1408005%2C1406398%2C1387799%2C1261175%2C1400554%2C1375146%2C1397811%2C1404636%2C1401804,CVE-2017-7826,critical,"November 14, 2017","Mozilla developers and community members Christian Holler, David Keeler, Jon Coppeard, Julien Cristau, Jan de Mooij, Jason Kratzer, Philipp, Nicholas Nethercote, Oriol Brufau, André Bargull, Bob Clary, Jet Villegas, Randell Jesup, Tyson Smith, Gary Kwong, and Ryan VanderMeulen reported memory safety bugs present in Firefox 56 and Firefox ESR 52.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<57.0
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1394530,CVE-2017-7826,critical,"November 14, 2017","Mozilla developers and community members Christian Holler, David Keeler, Jon Coppeard, Julien Cristau, Jan de Mooij, Jason Kratzer, Philipp, Nicholas Nethercote, Oriol Brufau, André Bargull, Bob Clary, Jet Villegas, Randell Jesup, Tyson Smith, Gary Kwong, and Ryan VanderMeulen reported memory safety bugs present in Firefox 56 and Firefox ESR 52.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<57.0
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1369561,CVE-2017-7826,critical,"November 14, 2017","Mozilla developers and community members Christian Holler, David Keeler, Jon Coppeard, Julien Cristau, Jan de Mooij, Jason Kratzer, Philipp, Nicholas Nethercote, Oriol Brufau, André Bargull, Bob Clary, Jet Villegas, Randell Jesup, Tyson Smith, Gary Kwong, and Ryan VanderMeulen reported memory safety bugs present in Firefox 56 and Firefox ESR 52.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<57.0
