Fixed in,Bug Report,CVE ID,Advisory Impact,Announced,Description,NVD Publish Date,CWE,CVSS2 Severity,Affected Versions,Bug Status,Bug Report Severity,Bug Open Date,Bug Close Date,Affected Files
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1533957,CVE-2019-17012,high,"December  3, 2019","Mozilla developers Christoph Diehl, Nathan Froyd, Jason Kratzer, Christian Holler, Karl Tomlinson, Tyson Smith reported memory safety bugs present in Firefox 70 and Firefox ESR 68.2. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,VERIFIED FIXED,normal,1552095886,1570638150,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1560667,CVE-2019-17012,high,"December  3, 2019","Mozilla developers Christoph Diehl, Nathan Froyd, Jason Kratzer, Christian Holler, Karl Tomlinson, Tyson Smith reported memory safety bugs present in Firefox 70 and Firefox ESR 68.2. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,normal,1561161139,1570034482,"js/xpconnect/src/XPCWrappedNativeJSOps.cpp,dom/base/SerializedStackHolder.cpp,js/xpconnect/loader/mozJSSubScriptLoader.cpp,js/xpconnect/src/XPCVariant.cpp,js/xpconnect/src/nsXPConnect.cpp,dom/script/ScriptSettings.cpp,xpcom/base/CycleCollectedJSRuntime.cpp,js/src/gc/Zone.cpp,js/xpconnect/src/XPCJSRuntime.cpp,dom/base/StructuredCloneHolder.cpp,js/xpconnect/loader/mozJSComponentLoader.cpp,js/xpconnect/src/XPCConvert.cpp,js/xpconnect/src/XPCComponents.cpp,storage/mozStorageStatementJSHelper.cpp,toolkit/components/places/History.cpp,toolkit/components/telemetry/tests/gtest/TelemetryFixture.cpp,dom/base/test/gtest/TestContentUtils.cpp,dom/workers/RuntimeService.cpp,toolkit/components/telemetry/geckoview/TelemetryGeckoViewPersistence.cpp"
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1567209,CVE-2019-17012,high,"December  3, 2019","Mozilla developers Christoph Diehl, Nathan Froyd, Jason Kratzer, Christian Holler, Karl Tomlinson, Tyson Smith reported memory safety bugs present in Firefox 70 and Firefox ESR 68.2. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,critical,1563463803,1571999954,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1580288,CVE-2019-17012,high,"December  3, 2019","Mozilla developers Christoph Diehl, Nathan Froyd, Jason Kratzer, Christian Holler, Karl Tomlinson, Tyson Smith reported memory safety bugs present in Firefox 70 and Firefox ESR 68.2. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,normal,1568140419,1572472910,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1585760,CVE-2019-17012,high,"December  3, 2019","Mozilla developers Christoph Diehl, Nathan Froyd, Jason Kratzer, Christian Holler, Karl Tomlinson, Tyson Smith reported memory safety bugs present in Firefox 70 and Firefox ESR 68.2. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,critical,1570042915,1573234108,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1592502,CVE-2019-17012,high,"December  3, 2019","Mozilla developers Christoph Diehl, Nathan Froyd, Jason Kratzer, Christian Holler, Karl Tomlinson, Tyson Smith reported memory safety bugs present in Firefox 70 and Firefox ESR 68.2. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,critical,1572412603,1572448204,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1298509,CVE-2019-17013,high,"December  3, 2019","Mozilla developers and community members Philipp, Diego Calleja, Mikhail Gavrilov, Jason Kratzer, Christian Holler, Markus Stange, Tyson Smith reported memory safety bugs present in Firefox 70. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,normal,1472246267,1567460461,dom/base/nsDocument.cpp
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1472328,CVE-2019-17013,high,"December  3, 2019","Mozilla developers and community members Philipp, Diego Calleja, Mikhail Gavrilov, Jason Kratzer, Christian Holler, Markus Stange, Tyson Smith reported memory safety bugs present in Firefox 70. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,VERIFIED FIXED,normal,1530311150,1569016854,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1577439,CVE-2019-17013,high,"December  3, 2019","Mozilla developers and community members Philipp, Diego Calleja, Mikhail Gavrilov, Jason Kratzer, Christian Holler, Markus Stange, Tyson Smith reported memory safety bugs present in Firefox 70. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,critical,1567071913,1568273385,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1577937,CVE-2019-17013,high,"December  3, 2019","Mozilla developers and community members Philipp, Diego Calleja, Mikhail Gavrilov, Jason Kratzer, Christian Holler, Markus Stange, Tyson Smith reported memory safety bugs present in Firefox 70. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,critical,1567209189,1568361673,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1580320,CVE-2019-17013,high,"December  3, 2019","Mozilla developers and community members Philipp, Diego Calleja, Mikhail Gavrilov, Jason Kratzer, Christian Holler, Markus Stange, Tyson Smith reported memory safety bugs present in Firefox 70. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,normal,1568145492,1570610829,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1584195,CVE-2019-17013,high,"December  3, 2019","Mozilla developers and community members Philipp, Diego Calleja, Mikhail Gavrilov, Jason Kratzer, Christian Holler, Markus Stange, Tyson Smith reported memory safety bugs present in Firefox 70. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,critical,1569504328,1570270915,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1585106,CVE-2019-17013,high,"December  3, 2019","Mozilla developers and community members Philipp, Diego Calleja, Mikhail Gavrilov, Jason Kratzer, Christian Holler, Markus Stange, Tyson Smith reported memory safety bugs present in Firefox 70. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,critical,1569868505,1574201181,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1586293,CVE-2019-17013,high,"December  3, 2019","Mozilla developers and community members Philipp, Diego Calleja, Mikhail Gavrilov, Jason Kratzer, Christian Holler, Markus Stange, Tyson Smith reported memory safety bugs present in Firefox 70. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,VERIFIED FIXED,critical,1570199404,1572516771,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1593865,CVE-2019-17013,high,"December  3, 2019","Mozilla developers and community members Philipp, Diego Calleja, Mikhail Gavrilov, Jason Kratzer, Christian Holler, Markus Stange, Tyson Smith reported memory safety bugs present in Firefox 70. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,VERIFIED FIXED,normal,1572915880,1573164258,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1594181,CVE-2019-17013,high,"December  3, 2019","Mozilla developers and community members Philipp, Diego Calleja, Mikhail Gavrilov, Jason Kratzer, Christian Holler, Markus Stange, Tyson Smith reported memory safety bugs present in Firefox 70. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,critical,1572985351,1574095907,-
firefox70,https://bugzilla.mozilla.org/show_bug.cgi?id=1480088,CVE-2018-6156,high,"October 22, 2019",Incorrect derivation of a packet length in WebRTC caused heap corruption via a crafted video file. This resulted in a potentially exploitable crash.,06/27/2019,CWE-787,6.8 MEDIUM,-,RESOLVED FIXED,critical,1533129059,1563853820,-
firefox70,https://bugzilla.mozilla.org/show_bug.cgi?id=1584907,CVE-2019-15903,high,"October 22, 2019","In libexpat before 2.2.8, crafted XML input could fool the parser into changing from DTD parsing to document parsing too early. A subsequent call to <code>XML_GetCurrentLineNumber</code> or <code>XML_GetCurrentColumnNumber</code> then resulted in a heap-based buffer over-read.",09/04/2019,CWE-125,5.0 MEDIUM,-,VERIFIED FIXED,major,1569829076,1570466194,-
firefox70,https://bugzilla.mozilla.org/show_bug.cgi?id=1577107,CVE-2019-11757,high,"October 22, 2019","When storing a value in IndexedDB, the value's prototype chain is followed and it was possible to retain a reference to a locale, delete it, and subsequently reference it. This resulted in a use-after-free and a potentially exploitable crash.",01/08/2020,CWE-416,6.8 MEDIUM,<70.0,VERIFIED FIXED,normal,1566979157,1569862261,-
firefox70,https://bugzilla.mozilla.org/show_bug.cgi?id=1528587,CVE-2020-12412,moderate,"October 22, 2019","By navigating a tab using the history API, an attacker could cause the address bar to display the incorrect domain (with the https:// scheme, a blocked port number such as '1', and without a lock icon) while controlling the page contents.",07/09/2020,CWE-Other,4.3 MEDIUM,<70.0,RESOLVED FIXED,normal,1550374326,1584049216,-
firefox70,https://bugzilla.mozilla.org/show_bug.cgi?id=1577953,CVE-2019-11759,moderate,"October 22, 2019",An attacker could have caused 4 bytes of HMAC output to be written past the end of a buffer stored on the stack. This could be used by an attacker to execute arbitrary code or more likely lead to a crash.,01/08/2020,CWE-120,6.8 MEDIUM,<70.0,RESOLVED FIXED,critical,1567219743,1569953678,-
firefox70,https://bugzilla.mozilla.org/show_bug.cgi?id=1577719,CVE-2019-11760,moderate,"October 22, 2019",A fixed-size stack buffer could overflow in nrappkit when doing WebRTC signaling. This resulted in a potentially exploitable crash in some instances.,01/08/2020,CWE-787,6.8 MEDIUM,<70.0,RESOLVED FIXED,normal,1567155082,1568474960,-
firefox70,https://bugzilla.mozilla.org/show_bug.cgi?id=1561502,CVE-2019-11761,moderate,"October 22, 2019","By using a form with a data URI it was possible to gain access to the privileged <code>JSONView</code> object that had been cloned into content. Impact from exposing this object appears to be minimal, however it was a bypass of existing defense in depth mechanisms.",01/08/2020,CWE-862,5.8 MEDIUM,<70.0,VERIFIED FIXED,normal,1561524617,1566338274,-
firefox70,https://bugzilla.mozilla.org/show_bug.cgi?id=1582857,CVE-2019-11762,moderate,"October 22, 2019","If two same-origin documents set document.domain differently to become cross-origin, it was possible for them to call arbitrary DOM methods/getters/setters on the now-cross-origin window.",01/08/2020,CWE-346,5.8 MEDIUM,<70.0,RESOLVED FIXED,normal,1569015589,1569318563,-
firefox70,https://bugzilla.mozilla.org/show_bug.cgi?id=1584216,CVE-2019-11763,moderate,"October 22, 2019","Failure to correctly handle null bytes when processing HTML entities resulted in Firefox incorrectly parsing these entities. This could have led to HTML comment text being treated as HTML which could have led to XSS in a web application under certain conditions. It could have also led to HTML entities being masked from filters, enabling the use of entities to mask the actual characters of interest from filters.",01/08/2020,CWE-79,4.3 MEDIUM,<70.0,RESOLVED FIXED,normal,1569507703,1570034605,-
firefox70,https://bugzilla.mozilla.org/show_bug.cgi?id=1562582,CVE-2019-11765,moderate,"October 22, 2019","A compromised content process could send a message to the parent process that would cause the 'Click to Play' permission prompt to be shown. However, due to lack of validation from the parent process, if the user accepted the permission request an attacker-controlled permission would be granted rather than the 'Click to Play' permission.",01/08/2020,CWE-276,4.3 MEDIUM,<70.0,RESOLVED FIXED,normal,1561974987,1564551905,-
firefox70,https://bugzilla.mozilla.org/show_bug.cgi?id=1441468,CVE-2019-17000,moderate,"October 22, 2019",An object tag with a data URI did not correctly inherit the document's Content Security Policy. This allowed a CSP bypass in a cross-origin frame if the document's policy explicitly allowed <code>data:</code> URIs.,01/08/2020,CWE-79,5.8 MEDIUM,<70.0,VERIFIED FIXED,normal,1519725476,1571160092,-
firefox70,https://bugzilla.mozilla.org/show_bug.cgi?id=1587976,CVE-2019-17001,moderate,"October 22, 2019",A Content-Security-Policy that blocks in-line scripts could be bypassed using an object tag to execute JavaScript in the protected document (cross-site scripting). This is a separate bypass from CVE-2019-17000.<br><em>Note: This flaw only affected Firefox 69 and was not present in earlier versions.</em>,01/08/2020,CWE-79,5.8 MEDIUM,69.0,RESOLVED FIXED,normal,1570749808,1571200493,-
